Source,Target,Weight,Type
2.0_-146.0,1.0_-145.0,155.56,Directed
2.0_-146.0,3.0_-146.0,110.00,Directed
2.0_-146.0,3.0_-145.0,155.56,Directed
39.0_-68.0,38.0_-69.0,155.56,Directed
39.0_-68.0,38.0_-68.0,110.00,Directed
39.0_-68.0,38.0_-67.0,155.56,Directed
39.0_-68.0,39.0_-69.0,110.00,Directed
39.0_-68.0,39.0_-67.0,110.00,Directed
39.0_-68.0,40.0_-69.0,155.56,Directed
39.0_-68.0,40.0_-68.0,110.00,Directed
39.0_-68.0,40.0_-67.0,155.56,Directed
55.0_-163.0,55.0_-164.0,110.00,Directed
55.0_-163.0,56.0_-162.0,155.56,Directed
36.0_146.0,35.0_147.0,155.56,Directed
36.0_146.0,37.0_146.0,110.00,Directed
39.0_12.0,38.0_11.0,155.56,Directed
39.0_12.0,38.0_12.0,110.00,Directed
39.0_12.0,38.0_13.0,155.56,Directed
39.0_12.0,39.0_11.0,110.00,Directed
39.0_12.0,40.0_11.0,155.56,Directed
39.0_12.0,40.0_13.0,155.56,Directed
57.0_-10.0,56.0_-11.0,155.56,Directed
57.0_-10.0,56.0_-10.0,110.00,Directed
57.0_-10.0,56.0_-9.0,155.56,Directed
57.0_-10.0,57.0_-11.0,110.00,Directed
57.0_-10.0,57.0_-9.0,110.00,Directed
57.0_-10.0,58.0_-11.0,155.56,Directed
57.0_-10.0,58.0_-10.0,110.00,Directed
57.0_-10.0,58.0_-9.0,155.56,Directed
27.0_-77.0,26.0_-78.0,155.56,Directed
27.0_-77.0,26.0_-77.0,110.00,Directed
27.0_-77.0,26.0_-76.0,155.56,Directed
27.0_-77.0,27.0_-78.0,110.00,Directed
27.0_-77.0,27.0_-76.0,110.00,Directed
27.0_-77.0,28.0_-78.0,155.56,Directed
27.0_-77.0,28.0_-77.0,110.00,Directed
27.0_-77.0,28.0_-76.0,155.56,Directed
20.0_-69.0,19.0_-70.0,155.56,Directed
20.0_-69.0,19.0_-69.0,110.00,Directed
20.0_-69.0,20.0_-70.0,110.00,Directed
20.0_-69.0,20.0_-68.0,110.00,Directed
20.0_-69.0,21.0_-70.0,155.56,Directed
20.0_-69.0,21.0_-69.0,110.00,Directed
35.0_147.0,34.0_146.0,155.56,Directed
35.0_147.0,36.0_146.0,155.56,Directed
35.0_-140.0,34.0_-141.0,155.56,Directed
35.0_-140.0,34.0_-140.0,110.00,Directed
35.0_-140.0,35.0_-141.0,110.00,Directed
35.0_-140.0,35.0_-139.0,110.00,Directed
35.0_-140.0,36.0_-141.0,155.56,Directed
35.0_-140.0,36.0_-139.0,155.56,Directed
48.0_-130.0,48.0_-129.0,110.00,Directed
48.0_-130.0,49.0_-131.0,155.56,Directed
48.0_-130.0,49.0_-129.0,155.56,Directed
-32.0_-91.0,-33.0_-90.0,155.56,Directed
-32.0_-91.0,-32.0_-92.0,110.00,Directed
13.0_-147.0,12.0_-148.0,155.56,Directed
13.0_-147.0,13.0_-146.0,110.00,Directed
13.0_-147.0,14.0_-148.0,155.56,Directed
13.0_-147.0,14.0_-146.0,155.56,Directed
46.0_-88.0,45.0_-88.0,110.00,Directed
46.0_-88.0,45.0_-87.0,155.56,Directed
20.0_-110.0,19.0_-111.0,155.56,Directed
20.0_-110.0,19.0_-110.0,110.00,Directed
20.0_-110.0,19.0_-109.0,155.56,Directed
20.0_-110.0,20.0_-111.0,110.00,Directed
20.0_-110.0,20.0_-109.0,110.00,Directed
20.0_-110.0,21.0_-111.0,155.56,Directed
20.0_-110.0,21.0_-110.0,110.00,Directed
20.0_-110.0,21.0_-109.0,155.56,Directed
15.0_-145.0,14.0_-146.0,155.56,Directed
15.0_-145.0,14.0_-145.0,110.00,Directed
15.0_-145.0,14.0_-144.0,155.56,Directed
15.0_-145.0,15.0_-146.0,110.00,Directed
15.0_-145.0,15.0_-144.0,110.00,Directed
15.0_-145.0,16.0_-146.0,155.56,Directed
-63.0_-59.0,-64.0_-60.0,155.56,Directed
-63.0_-59.0,-63.0_-58.0,110.00,Directed
9.0_-150.0,8.0_-149.0,155.56,Directed
9.0_-150.0,10.0_-150.0,110.00,Directed
8.0_-116.0,7.0_-117.0,155.56,Directed
8.0_-116.0,9.0_-117.0,155.56,Directed
8.0_-116.0,9.0_-116.0,110.00,Directed
30.0_168.0,29.0_169.0,155.56,Directed
5.0_-138.0,5.0_-137.0,110.00,Directed
5.0_-138.0,6.0_-138.0,110.00,Directed
12.0_-60.0,11.0_-61.0,155.56,Directed
12.0_-60.0,11.0_-60.0,110.00,Directed
12.0_-60.0,12.0_-61.0,110.00,Directed
12.0_-60.0,13.0_-61.0,155.56,Directed
12.0_-60.0,13.0_-60.0,110.00,Directed
12.0_-60.0,13.0_-59.0,155.56,Directed
-38.0_150.0,-39.0_150.0,110.00,Directed
-38.0_150.0,-37.0_151.0,155.56,Directed
11.0_-61.0,11.0_-62.0,110.00,Directed
11.0_-61.0,11.0_-60.0,110.00,Directed
11.0_-61.0,12.0_-62.0,155.56,Directed
11.0_-61.0,12.0_-61.0,110.00,Directed
11.0_-61.0,12.0_-60.0,155.56,Directed
38.0_-131.0,38.0_-130.0,110.00,Directed
38.0_-131.0,39.0_-132.0,155.56,Directed
38.0_-131.0,39.0_-131.0,110.00,Directed
38.0_-131.0,39.0_-130.0,155.56,Directed
28.0_-76.0,27.0_-77.0,155.56,Directed
28.0_-76.0,27.0_-76.0,110.00,Directed
28.0_-76.0,27.0_-75.0,155.56,Directed
28.0_-76.0,28.0_-77.0,110.00,Directed
28.0_-76.0,28.0_-75.0,110.00,Directed
28.0_-76.0,29.0_-77.0,155.56,Directed
28.0_-76.0,29.0_-76.0,110.00,Directed
28.0_-76.0,29.0_-75.0,155.56,Directed
-4.0_-133.0,-5.0_-134.0,155.56,Directed
-4.0_-133.0,-5.0_-133.0,110.00,Directed
-4.0_-133.0,-5.0_-132.0,155.56,Directed
-4.0_-133.0,-4.0_-134.0,110.00,Directed
-4.0_-133.0,-3.0_-133.0,110.00,Directed
-4.0_-133.0,-3.0_-132.0,155.56,Directed
40.0_-67.0,39.0_-68.0,155.56,Directed
40.0_-67.0,39.0_-67.0,110.00,Directed
40.0_-67.0,39.0_-66.0,155.56,Directed
40.0_-67.0,40.0_-68.0,110.00,Directed
40.0_-67.0,40.0_-66.0,110.00,Directed
40.0_-67.0,41.0_-68.0,155.56,Directed
40.0_-67.0,41.0_-67.0,110.00,Directed
40.0_-67.0,41.0_-66.0,155.56,Directed
27.0_-118.0,27.0_-117.0,110.00,Directed
27.0_-118.0,28.0_-119.0,155.56,Directed
27.0_-118.0,28.0_-118.0,110.00,Directed
27.0_-118.0,28.0_-117.0,155.56,Directed
18.0_-110.0,17.0_-111.0,155.56,Directed
18.0_-110.0,17.0_-110.0,110.00,Directed
18.0_-110.0,17.0_-109.0,155.56,Directed
18.0_-110.0,18.0_-111.0,110.00,Directed
18.0_-110.0,18.0_-109.0,110.00,Directed
18.0_-110.0,19.0_-111.0,155.56,Directed
18.0_-110.0,19.0_-110.0,110.00,Directed
18.0_-110.0,19.0_-109.0,155.56,Directed
56.0_-12.0,55.0_-13.0,155.56,Directed
56.0_-12.0,55.0_-12.0,110.00,Directed
56.0_-12.0,55.0_-11.0,155.56,Directed
56.0_-12.0,56.0_-11.0,110.00,Directed
56.0_-12.0,57.0_-12.0,110.00,Directed
56.0_-12.0,57.0_-11.0,155.56,Directed
34.0_-65.0,33.0_-66.0,155.56,Directed
34.0_-65.0,33.0_-65.0,110.00,Directed
34.0_-65.0,33.0_-64.0,155.56,Directed
34.0_-65.0,34.0_-66.0,110.00,Directed
34.0_-65.0,34.0_-64.0,110.00,Directed
34.0_-65.0,35.0_-66.0,155.56,Directed
34.0_-65.0,35.0_-65.0,110.00,Directed
34.0_-65.0,35.0_-64.0,155.56,Directed
-26.0_-36.0,-26.0_-37.0,110.00,Directed
-26.0_-36.0,-26.0_-35.0,110.00,Directed
-26.0_-36.0,-25.0_-37.0,155.56,Directed
23.0_-159.0,22.0_-160.0,155.56,Directed
23.0_-159.0,22.0_-159.0,110.00,Directed
23.0_-159.0,22.0_-158.0,155.56,Directed
23.0_-159.0,23.0_-158.0,110.00,Directed
23.0_-159.0,24.0_-159.0,110.00,Directed
23.0_-159.0,24.0_-158.0,155.56,Directed
28.0_-63.0,27.0_-64.0,155.56,Directed
28.0_-63.0,27.0_-63.0,110.00,Directed
28.0_-63.0,27.0_-62.0,155.56,Directed
28.0_-63.0,28.0_-64.0,110.00,Directed
28.0_-63.0,28.0_-62.0,110.00,Directed
28.0_-63.0,29.0_-64.0,155.56,Directed
28.0_-63.0,29.0_-63.0,110.00,Directed
28.0_-63.0,29.0_-62.0,155.56,Directed
2.0_-159.0,1.0_-160.0,155.56,Directed
2.0_-159.0,1.0_-159.0,110.00,Directed
2.0_-159.0,1.0_-158.0,155.56,Directed
2.0_-159.0,2.0_-160.0,110.00,Directed
2.0_-159.0,2.0_-158.0,110.00,Directed
2.0_-159.0,3.0_-160.0,155.56,Directed
2.0_-159.0,3.0_-158.0,155.56,Directed
25.0_-130.0,24.0_-130.0,110.00,Directed
25.0_-130.0,24.0_-129.0,155.56,Directed
25.0_-130.0,25.0_-129.0,110.00,Directed
25.0_-130.0,26.0_-130.0,110.00,Directed
11.0_-119.0,10.0_-119.0,110.00,Directed
11.0_-119.0,11.0_-120.0,110.00,Directed
11.0_-119.0,11.0_-118.0,110.00,Directed
11.0_-119.0,12.0_-119.0,110.00,Directed
11.0_-119.0,12.0_-118.0,155.56,Directed
23.0_137.0,24.0_136.0,155.56,Directed
-33.0_-11.0,-33.0_-12.0,110.00,Directed
-33.0_-11.0,-33.0_-10.0,110.00,Directed
30.0_-122.0,29.0_-123.0,155.56,Directed
30.0_-122.0,29.0_-122.0,110.00,Directed
30.0_-122.0,29.0_-121.0,155.56,Directed
30.0_-122.0,30.0_-123.0,110.00,Directed
30.0_-122.0,30.0_-121.0,110.00,Directed
30.0_-122.0,31.0_-123.0,155.56,Directed
30.0_-122.0,31.0_-122.0,110.00,Directed
30.0_-122.0,31.0_-121.0,155.56,Directed
24.0_-71.0,23.0_-72.0,155.56,Directed
24.0_-71.0,23.0_-71.0,110.00,Directed
24.0_-71.0,23.0_-70.0,155.56,Directed
24.0_-71.0,24.0_-72.0,110.00,Directed
24.0_-71.0,24.0_-70.0,110.00,Directed
24.0_-71.0,25.0_-72.0,155.56,Directed
24.0_-71.0,25.0_-71.0,110.00,Directed
24.0_-71.0,25.0_-70.0,155.56,Directed
36.0_133.0,35.0_132.0,155.56,Directed
36.0_133.0,35.0_133.0,110.00,Directed
36.0_133.0,35.0_134.0,155.56,Directed
36.0_133.0,36.0_132.0,110.00,Directed
36.0_133.0,36.0_134.0,110.00,Directed
36.0_133.0,37.0_132.0,155.56,Directed
36.0_133.0,37.0_133.0,110.00,Directed
36.0_133.0,37.0_134.0,155.56,Directed
19.0_-59.0,18.0_-60.0,155.56,Directed
19.0_-59.0,18.0_-59.0,110.00,Directed
19.0_-59.0,18.0_-58.0,155.56,Directed
19.0_-59.0,19.0_-60.0,110.00,Directed
19.0_-59.0,19.0_-58.0,110.00,Directed
19.0_-59.0,20.0_-60.0,155.56,Directed
19.0_-59.0,20.0_-59.0,110.00,Directed
19.0_-59.0,20.0_-58.0,155.56,Directed
30.0_-72.0,29.0_-73.0,155.56,Directed
30.0_-72.0,29.0_-72.0,110.00,Directed
30.0_-72.0,29.0_-71.0,155.56,Directed
30.0_-72.0,30.0_-73.0,110.00,Directed
30.0_-72.0,30.0_-71.0,110.00,Directed
30.0_-72.0,31.0_-73.0,155.56,Directed
30.0_-72.0,31.0_-72.0,110.00,Directed
30.0_-72.0,31.0_-71.0,155.56,Directed
42.0_-83.0,41.0_-84.0,155.56,Directed
42.0_-83.0,41.0_-83.0,110.00,Directed
42.0_-83.0,41.0_-82.0,155.56,Directed
42.0_-83.0,42.0_-84.0,110.00,Directed
42.0_-83.0,42.0_-82.0,110.00,Directed
42.0_-83.0,43.0_-83.0,110.00,Directed
17.0_135.0,18.0_136.0,155.56,Directed
44.0_-59.0,43.0_-60.0,155.56,Directed
44.0_-59.0,43.0_-59.0,110.00,Directed
44.0_-59.0,43.0_-58.0,155.56,Directed
44.0_-59.0,44.0_-60.0,110.00,Directed
44.0_-59.0,45.0_-60.0,155.56,Directed
44.0_-59.0,45.0_-59.0,110.00,Directed
44.0_-59.0,45.0_-58.0,155.56,Directed
-1.0_-154.0,-2.0_-153.0,155.56,Directed
-1.0_-154.0,-1.0_-153.0,110.00,Directed
31.0_155.0,32.0_156.0,155.56,Directed
23.0_-85.0,22.0_-86.0,155.56,Directed
23.0_-85.0,22.0_-85.0,110.00,Directed
23.0_-85.0,23.0_-84.0,110.00,Directed
23.0_-85.0,24.0_-86.0,155.56,Directed
23.0_-85.0,24.0_-85.0,110.00,Directed
23.0_-85.0,24.0_-84.0,155.56,Directed
27.0_151.0,26.0_152.0,155.56,Directed
27.0_151.0,27.0_150.0,110.00,Directed
9.0_-163.0,8.0_-163.0,110.00,Directed
9.0_-163.0,8.0_-162.0,155.56,Directed
9.0_-163.0,9.0_-164.0,110.00,Directed
9.0_-163.0,9.0_-162.0,110.00,Directed
9.0_-163.0,10.0_-163.0,110.00,Directed
9.0_-163.0,10.0_-162.0,155.56,Directed
53.0_-135.0,53.0_-136.0,110.00,Directed
53.0_-135.0,53.0_-134.0,110.00,Directed
53.0_-135.0,54.0_-136.0,155.56,Directed
23.0_-71.0,22.0_-72.0,155.56,Directed
23.0_-71.0,22.0_-71.0,110.00,Directed
23.0_-71.0,22.0_-70.0,155.56,Directed
23.0_-71.0,23.0_-72.0,110.00,Directed
23.0_-71.0,23.0_-70.0,110.00,Directed
23.0_-71.0,24.0_-72.0,155.56,Directed
23.0_-71.0,24.0_-71.0,110.00,Directed
23.0_-71.0,24.0_-70.0,155.56,Directed
6.0_-123.0,5.0_-123.0,110.00,Directed
6.0_-123.0,5.0_-122.0,155.56,Directed
6.0_-123.0,6.0_-122.0,110.00,Directed
6.0_-123.0,7.0_-124.0,155.56,Directed
6.0_-123.0,7.0_-123.0,110.00,Directed
6.0_-123.0,7.0_-122.0,155.56,Directed
-12.0_87.0,-13.0_86.0,155.56,Directed
-12.0_87.0,-13.0_87.0,110.00,Directed
-12.0_87.0,-13.0_88.0,155.56,Directed
-12.0_87.0,-12.0_86.0,110.00,Directed
-12.0_87.0,-11.0_86.0,155.56,Directed
-12.0_87.0,-11.0_87.0,110.00,Directed
-12.0_87.0,-11.0_88.0,155.56,Directed
23.0_-163.0,22.0_-162.0,155.56,Directed
23.0_-163.0,23.0_-164.0,110.00,Directed
31.0_-164.0,30.0_-164.0,110.00,Directed
31.0_-164.0,31.0_-165.0,110.00,Directed
31.0_-164.0,32.0_-165.0,155.56,Directed
31.0_-164.0,32.0_-164.0,110.00,Directed
-20.0_-28.0,-21.0_-29.0,155.56,Directed
-20.0_-28.0,-19.0_-27.0,155.56,Directed
19.0_-81.0,18.0_-82.0,155.56,Directed
19.0_-81.0,18.0_-81.0,110.00,Directed
19.0_-81.0,18.0_-80.0,155.56,Directed
19.0_-81.0,19.0_-82.0,110.00,Directed
19.0_-81.0,19.0_-80.0,110.00,Directed
19.0_-81.0,20.0_-82.0,155.56,Directed
19.0_-81.0,20.0_-81.0,110.00,Directed
19.0_-81.0,20.0_-80.0,155.56,Directed
14.0_-67.0,13.0_-68.0,155.56,Directed
14.0_-67.0,13.0_-67.0,110.00,Directed
14.0_-67.0,13.0_-66.0,155.56,Directed
14.0_-67.0,14.0_-66.0,110.00,Directed
14.0_-67.0,15.0_-68.0,155.56,Directed
14.0_-67.0,15.0_-66.0,155.56,Directed
43.0_9.0,42.0_8.0,155.56,Directed
43.0_9.0,42.0_9.0,110.00,Directed
43.0_9.0,42.0_10.0,155.56,Directed
43.0_9.0,43.0_8.0,110.00,Directed
43.0_9.0,44.0_8.0,155.56,Directed
43.0_9.0,44.0_9.0,110.00,Directed
28.0_128.0,27.0_127.0,155.56,Directed
28.0_128.0,27.0_129.0,155.56,Directed
28.0_128.0,28.0_129.0,110.00,Directed
28.0_128.0,29.0_127.0,155.56,Directed
28.0_128.0,29.0_128.0,110.00,Directed
28.0_128.0,29.0_129.0,155.56,Directed
15.0_-162.0,14.0_-163.0,155.56,Directed
15.0_-162.0,14.0_-162.0,110.00,Directed
15.0_-162.0,14.0_-161.0,155.56,Directed
15.0_-162.0,15.0_-163.0,110.00,Directed
15.0_-162.0,15.0_-161.0,110.00,Directed
15.0_-162.0,16.0_-163.0,155.56,Directed
15.0_-162.0,16.0_-161.0,155.56,Directed
25.0_-65.0,24.0_-66.0,155.56,Directed
25.0_-65.0,24.0_-65.0,110.00,Directed
25.0_-65.0,25.0_-66.0,110.00,Directed
25.0_-65.0,26.0_-66.0,155.56,Directed
25.0_-65.0,26.0_-65.0,110.00,Directed
32.0_-79.0,31.0_-80.0,155.56,Directed
32.0_-79.0,31.0_-79.0,110.00,Directed
32.0_-79.0,31.0_-78.0,155.56,Directed
32.0_-79.0,32.0_-78.0,110.00,Directed
40.0_-133.0,39.0_-134.0,155.56,Directed
40.0_-133.0,39.0_-133.0,110.00,Directed
40.0_-133.0,39.0_-132.0,155.56,Directed
40.0_-133.0,40.0_-134.0,110.00,Directed
40.0_-133.0,41.0_-132.0,155.56,Directed
39.0_138.0,38.0_137.0,155.56,Directed
39.0_138.0,38.0_138.0,110.00,Directed
39.0_138.0,38.0_139.0,155.56,Directed
39.0_138.0,39.0_137.0,110.00,Directed
39.0_138.0,39.0_139.0,110.00,Directed
39.0_138.0,40.0_137.0,155.56,Directed
39.0_138.0,40.0_138.0,110.00,Directed
39.0_138.0,40.0_139.0,155.56,Directed
17.0_-111.0,16.0_-112.0,155.56,Directed
17.0_-111.0,16.0_-111.0,110.00,Directed
17.0_-111.0,16.0_-110.0,155.56,Directed
17.0_-111.0,17.0_-112.0,110.00,Directed
17.0_-111.0,17.0_-110.0,110.00,Directed
17.0_-111.0,18.0_-112.0,155.56,Directed
17.0_-111.0,18.0_-111.0,110.00,Directed
17.0_-111.0,18.0_-110.0,155.56,Directed
10.0_-161.0,9.0_-162.0,155.56,Directed
10.0_-161.0,9.0_-161.0,110.00,Directed
10.0_-161.0,9.0_-160.0,155.56,Directed
10.0_-161.0,10.0_-162.0,110.00,Directed
10.0_-161.0,10.0_-160.0,110.00,Directed
10.0_-161.0,11.0_-162.0,155.56,Directed
10.0_-161.0,11.0_-161.0,110.00,Directed
10.0_-161.0,11.0_-160.0,155.56,Directed
30.0_-73.0,29.0_-74.0,155.56,Directed
30.0_-73.0,29.0_-73.0,110.00,Directed
30.0_-73.0,29.0_-72.0,155.56,Directed
30.0_-73.0,30.0_-74.0,110.00,Directed
30.0_-73.0,30.0_-72.0,110.00,Directed
30.0_-73.0,31.0_-74.0,155.56,Directed
30.0_-73.0,31.0_-73.0,110.00,Directed
30.0_-73.0,31.0_-72.0,155.56,Directed
5.0_-155.0,4.0_-156.0,155.56,Directed
5.0_-155.0,4.0_-155.0,110.00,Directed
5.0_-155.0,5.0_-156.0,110.00,Directed
5.0_-155.0,6.0_-156.0,155.56,Directed
5.0_-155.0,6.0_-155.0,110.00,Directed
-35.0_-79.0,-35.0_-80.0,110.00,Directed
-35.0_-79.0,-34.0_-80.0,155.56,Directed
-35.0_-79.0,-34.0_-78.0,155.56,Directed
33.0_135.0,32.0_135.0,110.00,Directed
33.0_135.0,32.0_136.0,155.56,Directed
33.0_135.0,33.0_134.0,110.00,Directed
33.0_135.0,33.0_136.0,110.00,Directed
33.0_135.0,34.0_134.0,155.56,Directed
33.0_135.0,34.0_135.0,110.00,Directed
33.0_135.0,34.0_136.0,155.56,Directed
32.0_-145.0,31.0_-146.0,155.56,Directed
32.0_-145.0,31.0_-144.0,155.56,Directed
32.0_-145.0,32.0_-146.0,110.00,Directed
32.0_-145.0,33.0_-144.0,155.56,Directed
21.0_-69.0,20.0_-70.0,155.56,Directed
21.0_-69.0,20.0_-69.0,110.00,Directed
21.0_-69.0,20.0_-68.0,155.56,Directed
21.0_-69.0,21.0_-70.0,110.00,Directed
21.0_-69.0,22.0_-70.0,155.56,Directed
